z t r theta phi
7.705000e+00 2.348078e+02 9.039510e+03 1.570796e+00 4.824090e+00
7.750000e+00 2.331071e+02 9.053523e+03 1.570796e+00 4.824090e+00
7.795000e+00 2.314275e+02 9.067430e+03 1.570796e+00 4.824090e+00
7.840000e+00 2.297686e+02 9.081233e+03 1.570796e+00 4.824090e+00
7.885000e+00 2.281300e+02 9.094933e+03 1.570796e+00 4.824090e+00
7.930000e+00 2.265114e+02 9.108531e+03 1.570796e+00 4.824090e+00
7.975000e+00 2.249124e+02 9.122028e+03 1.570796e+00 4.824090e+00
8.020000e+00 2.233327e+02 9.135426e+03 1.570796e+00 4.824090e+00
8.065000e+00 2.217721e+02 9.148726e+03 1.570796e+00 4.824090e+00
8.110000e+00 2.202300e+02 9.161929e+03 1.570796e+00 4.824090e+00
8.155000e+00 2.187063e+02 9.175036e+03 1.570796e+00 4.824090e+00
8.200000e+00 2.172007e+02 9.188049e+03 1.570796e+00 4.824090e+00
8.245000e+00 2.157127e+02 9.200968e+03 1.570796e+00 4.824090e+00
8.290000e+00 2.142422e+02 9.213795e+03 1.570796e+00 4.824090e+00
8.335000e+00 2.127889e+02 9.226531e+03 1.570796e+00 4.824090e+00
8.380000e+00 2.113524e+02 9.239176e+03 1.570796e+00 4.824090e+00
8.425000e+00 2.099325e+02 9.251733e+03 1.570796e+00 4.824090e+00
8.470000e+00 2.085289e+02 9.264201e+03 1.570796e+00 4.824090e+00
8.515000e+00 2.071414e+02 9.276583e+03 1.570796e+00 4.824090e+00
8.560000e+00 2.057697e+02 9.288878e+03 1.570796e+00 4.824090e+00
8.605000e+00 2.044135e+02 9.301089e+03 1.570796e+00 4.824090e+00
8.650000e+00 2.030726e+02 9.313216e+03 1.570796e+00 4.824090e+00
8.695000e+00 2.017468e+02 9.325259e+03 1.570796e+00 4.824090e+00
8.740000e+00 2.004358e+02 9.337221e+03 1.570796e+00 4.824090e+00
8.785000e+00 1.991393e+02 9.349101e+03 1.570796e+00 4.824090e+00
8.830000e+00 1.978572e+02 9.360901e+03 1.570796e+00 4.824090e+00
8.875000e+00 1.965892e+02 9.372622e+03 1.570796e+00 4.824090e+00
8.920000e+00 1.953351e+02 9.384265e+03 1.570796e+00 4.824090e+00
8.965000e+00 1.940948e+02 9.395830e+03 1.570796e+00 4.824090e+00
9.010000e+00 1.928678e+02 9.407318e+03 1.570796e+00 4.824090e+00
9.055000e+00 1.916542e+02 9.418731e+03 1.570796e+00 4.824090e+00
9.100000e+00 1.904536e+02 9.430068e+03 1.570796e+00 4.824090e+00
9.145000e+00 1.892659e+02 9.441332e+03 1.570796e+00 4.824090e+00
9.190000e+00 1.880909e+02 9.452522e+03 1.570796e+00 4.824090e+00
9.235000e+00 1.869284e+02 9.463639e+03 1.570796e+00 4.824090e+00
9.280000e+00 1.857781e+02 9.474685e+03 1.570796e+00 4.824090e+00
9.325000e+00 1.846400e+02 9.485660e+03 1.570796e+00 4.824090e+00
9.370000e+00 1.835138e+02 9.496564e+03 1.570796e+00 4.824090e+00
9.415000e+00 1.823994e+02 9.507400e+03 1.570796e+00 4.824090e+00
9.460000e+00 1.812965e+02 9.518166e+03 1.570796e+00 4.824090e+00
9.505000e+00 1.802050e+02 9.528864e+03 1.570796e+00 4.824090e+00
9.550000e+00 1.791248e+02 9.539496e+03 1.570796e+00 4.824090e+00
9.595000e+00 1.780557e+02 9.550060e+03 1.570796e+00 4.824090e+00
9.640000e+00 1.769975e+02 9.560559e+03 1.570796e+00 4.824090e+00
9.685000e+00 1.759501e+02 9.570992e+03 1.570796e+00 4.824090e+00
9.730000e+00 1.749132e+02 9.581361e+03 1.570796e+00 4.824090e+00
9.775000e+00 1.738869e+02 9.591667e+03 1.570796e+00 4.824090e+00
9.820000e+00 1.728708e+02 9.601909e+03 1.570796e+00 4.824090e+00
9.865000e+00 1.718649e+02 9.612088e+03 1.570796e+00 4.824090e+00
9.910000e+00 1.708690e+02 9.622206e+03 1.570796e+00 4.824090e+00
9.955000e+00 1.698830e+02 9.632262e+03 1.570796e+00 4.824090e+00
1.000000e+01 1.689068e+02 9.642258e+03 1.570796e+00 4.824090e+00
1.124270e+01 1.453212e+02 9.896527e+03 1.570796e+00 4.824090e+00
1.248540e+01 1.268769e+02 1.011543e+04 1.570796e+00 4.824090e+00
1.372811e+01 1.121165e+02 1.030653e+04 1.570796e+00 4.824090e+00
1.497081e+01 1.000763e+02 1.047530e+04 1.570796e+00 4.824090e+00
1.621351e+01 9.009585e+01 1.062582e+04 1.570796e+00 4.824090e+00
1.745621e+01 8.170842e+01 1.076119e+04 1.570796e+00 4.824090e+00
1.869892e+01 7.457577e+01 1.088380e+04 1.570796e+00 4.824090e+00
1.994162e+01 6.844720e+01 1.099556e+04 1.570796e+00 4.824090e+00
2.118432e+01 6.313330e+01 1.109800e+04 1.570796e+00 4.824090e+00
2.242702e+01 5.848852e+01 1.119236e+04 1.570796e+00 4.824090e+00
2.366972e+01 5.439930e+01 1.127966e+04 1.570796e+00 4.824090e+00
2.491243e+01 5.077587e+01 1.136074e+04 1.570796e+00 4.824090e+00
2.615513e+01 4.754640e+01 1.143631e+04 1.570796e+00 4.824090e+00
2.739783e+01 4.465279e+01 1.150698e+04 1.570796e+00 4.824090e+00
2.864053e+01 4.204757e+01 1.157326e+04 1.570796e+00 4.824090e+00
2.988324e+01 3.969162e+01 1.163559e+04 1.570796e+00 4.824090e+00
3.112594e+01 3.755242e+01 1.169436e+04 1.570796e+00 4.824090e+00
3.236864e+01 3.560276e+01 1.174988e+04 1.570796e+00 4.824090e+00
3.361134e+01 3.381967e+01 1.180246e+04 1.570796e+00 4.824090e+00
3.485405e+01 3.218370e+01 1.185235e+04 1.570796e+00 4.824090e+00
3.609675e+01 3.067820e+01 1.189976e+04 1.570796e+00 4.824090e+00
3.733945e+01 2.928892e+01 1.194491e+04 1.570796e+00 4.824090e+00
3.858215e+01 2.800353e+01 1.198796e+04 1.570796e+00 4.824090e+00
3.982485e+01 2.681137e+01 1.202907e+04 1.570796e+00 4.824090e+00
4.106756e+01 2.570314e+01 1.206840e+04 1.570796e+00 4.824090e+00
4.231026e+01 2.467072e+01 1.210606e+04 1.570796e+00 4.824090e+00
4.355296e+01 2.370695e+01 1.214217e+04 1.570796e+00 4.824090e+00
4.479566e+01 2.280555e+01 1.217683e+04 1.570796e+00 4.824090e+00
4.603837e+01 2.196097e+01 1.221015e+04 1.570796e+00 4.824090e+00
4.728107e+01 2.116824e+01 1.224220e+04 1.570796e+00 4.824090e+00
4.852377e+01 2.042299e+01 1.227306e+04 1.570796e+00 4.824090e+00
4.976647e+01 1.972129e+01 1.230281e+04 1.570796e+00 4.824090e+00
5.100917e+01 1.905962e+01 1.233152e+04 1.570796e+00 4.824090e+00
5.225188e+01 1.843481e+01 1.235923e+04 1.570796e+00 4.824090e+00
5.349458e+01 1.784405e+01 1.238602e+04 1.570796e+00 4.824090e+00
5.473728e+01 1.728474e+01 1.241192e+04 1.570796e+00 4.824090e+00
5.597998e+01 1.675459e+01 1.243699e+04 1.570796e+00 4.824090e+00
5.722269e+01 1.625148e+01 1.246128e+04 1.570796e+00 4.824090e+00
5.846539e+01 1.577350e+01 1.248481e+04 1.570796e+00 4.824090e+00
5.970809e+01 1.531891e+01 1.250764e+04 1.570796e+00 4.824090e+00
6.095079e+01 1.488614e+01 1.252979e+04 1.570796e+00 4.824090e+00
6.219349e+01 1.447371e+01 1.255130e+04 1.570796e+00 4.824090e+00
6.343620e+01 1.408032e+01 1.257220e+04 1.570796e+00 4.824090e+00
6.467890e+01 1.370473e+01 1.259252e+04 1.570796e+00 4.824090e+00
6.592160e+01 1.334584e+01 1.261228e+04 1.570796e+00 4.824090e+00
6.716430e+01 1.300261e+01 1.263151e+04 1.570796e+00 4.824090e+00
6.840701e+01 1.267408e+01 1.265024e+04 1.570796e+00 4.824090e+00
6.964971e+01 1.235940e+01 1.266848e+04 1.570796e+00 4.824090e+00
7.089241e+01 1.205774e+01 1.268625e+04 1.570796e+00 4.824090e+00
7.213511e+01 1.176836e+01 1.270358e+04 1.570796e+00 4.824090e+00
7.337781e+01 1.149056e+01 1.272049e+04 1.570796e+00 4.824090e+00
7.462052e+01 1.122370e+01 1.273698e+04 1.570796e+00 4.824090e+00
7.586322e+01 1.096718e+01 1.275309e+04 1.570796e+00 4.824090e+00
7.710592e+01 1.072044e+01 1.276881e+04 1.570796e+00 4.824090e+00
7.834862e+01 1.048297e+01 1.278417e+04 1.570796e+00 4.824090e+00
7.959133e+01 1.025428e+01 1.279919e+04 1.570796e+00 4.824090e+00
8.083403e+01 1.003391e+01 1.281387e+04 1.570796e+00 4.824090e+00
8.207673e+01 9.821447e+00 1.282822e+04 1.570796e+00 4.824090e+00
8.331943e+01 9.616496e+00 1.284227e+04 1.570796e+00 4.824090e+00
8.456214e+01 9.418687e+00 1.285601e+04 1.570796e+00 4.824090e+00
8.580484e+01 9.227673e+00 1.286946e+04 1.570796e+00 4.824090e+00
8.704754e+01 9.043128e+00 1.288264e+04 1.570796e+00 4.824090e+00
8.829024e+01 8.864748e+00 1.289554e+04 1.570796e+00 4.824090e+00
8.953294e+01 8.692245e+00 1.290819e+04 1.570796e+00 4.824090e+00
9.077565e+01 8.525350e+00 1.292058e+04 1.570796e+00 4.824090e+00
9.201835e+01 8.363809e+00 1.293273e+04 1.570796e+00 4.824090e+00
9.326105e+01 8.207382e+00 1.294464e+04 1.570796e+00 4.824090e+00
9.450375e+01 8.055844e+00 1.295632e+04 1.570796e+00 4.824090e+00
9.574646e+01 7.908982e+00 1.296779e+04 1.570796e+00 4.824090e+00
9.698916e+01 7.766595e+00 1.297904e+04 1.570796e+00 4.824090e+00
9.823186e+01 7.628491e+00 1.299008e+04 1.570796e+00 4.824090e+00
9.947456e+01 7.494493e+00 1.300092e+04 1.570796e+00 4.824090e+00
1.007173e+02 7.364429e+00 1.301156e+04 1.570796e+00 4.824090e+00
1.019600e+02 7.238139e+00 1.302202e+04 1.570796e+00 4.824090e+00
1.032027e+02 7.115469e+00 1.303229e+04 1.570796e+00 4.824090e+00
1.044454e+02 6.996275e+00 1.304239e+04 1.570796e+00 4.824090e+00
1.056881e+02 6.880420e+00 1.305231e+04 1.570796e+00 4.824090e+00
1.069308e+02 6.767773e+00 1.306206e+04 1.570796e+00 4.824090e+00
1.081735e+02 6.658210e+00 1.307165e+04 1.570796e+00 4.824090e+00
1.094162e+02 6.551613e+00 1.308109e+04 1.570796e+00 4.824090e+00
1.106589e+02 6.447870e+00 1.309036e+04 1.570796e+00 4.824090e+00
1.119016e+02 6.346874e+00 1.309949e+04 1.570796e+00 4.824090e+00
1.131443e+02 6.248525e+00 1.310847e+04 1.570796e+00 4.824090e+00
1.143870e+02 6.152724e+00 1.311731e+04 1.570796e+00 4.824090e+00
1.156297e+02 6.059381e+00 1.312600e+04 1.570796e+00 4.824090e+00
1.168724e+02 5.968406e+00 1.313457e+04 1.570796e+00 4.824090e+00
1.181151e+02 5.879717e+00 1.314300e+04 1.570796e+00 4.824090e+00
1.193578e+02 5.793232e+00 1.315130e+04 1.570796e+00 4.824090e+00
1.206005e+02 5.708875e+00 1.315948e+04 1.570796e+00 4.824090e+00
1.218432e+02 5.626574e+00 1.316754e+04 1.570796e+00 4.824090e+00
1.230859e+02 5.546257e+00 1.317548e+04 1.570796e+00 4.824090e+00
1.243286e+02 5.467859e+00 1.318330e+04 1.570796e+00 4.824090e+00
1.255713e+02 5.391315e+00 1.319101e+04 1.570796e+00 4.824090e+00
1.268140e+02 5.316565e+00 1.319861e+04 1.570796e+00 4.824090e+00
1.280567e+02 5.243548e+00 1.320610e+04 1.570796e+00 4.824090e+00
1.292994e+02 5.172210e+00 1.321349e+04 1.570796e+00 4.824090e+00
1.305421e+02 5.102496e+00 1.322077e+04 1.570796e+00 4.824090e+00
1.317848e+02 5.034354e+00 1.322795e+04 1.570796e+00 4.824090e+00
1.330275e+02 4.967735e+00 1.323504e+04 1.570796e+00 4.824090e+00
1.342702e+02 4.902592e+00 1.324203e+04 1.570796e+00 4.824090e+00
1.355129e+02 4.838879e+00 1.324892e+04 1.570796e+00 4.824090e+00
1.367556e+02 4.776551e+00 1.325573e+04 1.570796e+00 4.824090e+00
1.379983e+02 4.715567e+00 1.326244e+04 1.570796e+00 4.824090e+00
1.392410e+02 4.655887e+00 1.326907e+04 1.570796e+00 4.824090e+00
1.404837e+02 4.597470e+00 1.327561e+04 1.570796e+00 4.824090e+00
1.417264e+02 4.540281e+00 1.328206e+04 1.570796e+00 4.824090e+00
1.429691e+02 4.484282e+00 1.328844e+04 1.570796e+00 4.824090e+00
1.442118e+02 4.429439e+00 1.329473e+04 1.570796e+00 4.824090e+00
1.454545e+02 4.375720e+00 1.330095e+04 1.570796e+00 4.824090e+00
1.466972e+02 4.323091e+00 1.330709e+04 1.570796e+00 4.824090e+00
1.479399e+02 4.271521e+00 1.331315e+04 1.570796e+00 4.824090e+00
1.491827e+02 4.220982e+00 1.331914e+04 1.570796e+00 4.824090e+00
1.504254e+02 4.171443e+00 1.332506e+04 1.570796e+00 4.824090e+00
1.516681e+02 4.122878e+00 1.333090e+04 1.570796e+00 4.824090e+00
1.529108e+02 4.075260e+00 1.333668e+04 1.570796e+00 4.824090e+00
1.541535e+02 4.028562e+00 1.334239e+04 1.570796e+00 4.824090e+00
1.553962e+02 3.982761e+00 1.334803e+04 1.570796e+00 4.824090e+00
1.566389e+02 3.937831e+00 1.335360e+04 1.570796e+00 4.824090e+00
1.578816e+02 3.893750e+00 1.335911e+04 1.570796e+00 4.824090e+00
1.591243e+02 3.850495e+00 1.336456e+04 1.570796e+00 4.824090e+00
1.603670e+02 3.808044e+00 1.336995e+04 1.570796e+00 4.824090e+00
1.616097e+02 3.766377e+00 1.337527e+04 1.570796e+00 4.824090e+00
1.628524e+02 3.725474e+00 1.338054e+04 1.570796e+00 4.824090e+00
1.640951e+02 3.685314e+00 1.338575e+04 1.570796e+00 4.824090e+00
1.653378e+02 3.645880e+00 1.339090e+04 1.570796e+00 4.824090e+00
1.665805e+02 3.607152e+00 1.339599e+04 1.570796e+00 4.824090e+00
1.678232e+02 3.569112e+00 1.340103e+04 1.570796e+00 4.824090e+00
1.690659e+02 3.531745e+00 1.340602e+04 1.570796e+00 4.824090e+00
1.703086e+02 3.495032e+00 1.341095e+04 1.570796e+00 4.824090e+00
1.715513e+02 3.458959e+00 1.341583e+04 1.570796e+00 4.824090e+00
1.727940e+02 3.423509e+00 1.342066e+04 1.570796e+00 4.824090e+00
1.740367e+02 3.388668e+00 1.342543e+04 1.570796e+00 4.824090e+00
1.752794e+02 3.354420e+00 1.343016e+04 1.570796e+00 4.824090e+00
1.765221e+02 3.320753e+00 1.343484e+04 1.570796e+00 4.824090e+00
1.777648e+02 3.287650e+00 1.343947e+04 1.570796e+00 4.824090e+00
1.790075e+02 3.255101e+00 1.344405e+04 1.570796e+00 4.824090e+00
1.802502e+02 3.223091e+00 1.344859e+04 1.570796e+00 4.824090e+00
1.814929e+02 3.191609e+00 1.345308e+04 1.570796e+00 4.824090e+00
1.827356e+02 3.160641e+00 1.345753e+04 1.570796e+00 4.824090e+00
1.839783e+02 3.130177e+00 1.346193e+04 1.570796e+00 4.824090e+00
1.852210e+02 3.100204e+00 1.346629e+04 1.570796e+00 4.824090e+00
1.864637e+02 3.070712e+00 1.347061e+04 1.570796e+00 4.824090e+00
1.877064e+02 3.041690e+00 1.347488e+04 1.570796e+00 4.824090e+00
1.889491e+02 3.013128e+00 1.347912e+04 1.570796e+00 4.824090e+00
1.901918e+02 2.985014e+00 1.348331e+04 1.570796e+00 4.824090e+00
1.914345e+02 2.957340e+00 1.348747e+04 1.570796e+00 4.824090e+00
1.926772e+02 2.930096e+00 1.349158e+04 1.570796e+00 4.824090e+00
1.939199e+02 2.903272e+00 1.349565e+04 1.570796e+00 4.824090e+00
1.951626e+02 2.876859e+00 1.349969e+04 1.570796e+00 4.824090e+00
1.964053e+02 2.850849e+00 1.350369e+04 1.570796e+00 4.824090e+00
1.976480e+02 2.825232e+00 1.350766e+04 1.570796e+00 4.824090e+00
1.988907e+02 2.800001e+00 1.351158e+04 1.570796e+00 4.824090e+00
2.001334e+02 2.775148e+00 1.351547e+04 1.570796e+00 4.824090e+00
2.013761e+02 2.750664e+00 1.351933e+04 1.570796e+00 4.824090e+00
2.026188e+02 2.726542e+00 1.352315e+04 1.570796e+00 4.824090e+00
2.038616e+02 2.702774e+00 1.352694e+04 1.570796e+00 4.824090e+00
2.051043e+02 2.679353e+00 1.353069e+04 1.570796e+00 4.824090e+00
2.063470e+02 2.656272e+00 1.353441e+04 1.570796e+00 4.824090e+00
2.075897e+02 2.633525e+00 1.353810e+04 1.570796e+00 4.824090e+00
2.088324e+02 2.611103e+00 1.354175e+04 1.570796e+00 4.824090e+00
2.100751e+02 2.589001e+00 1.354537e+04 1.570796e+00 4.824090e+00
2.113178e+02 2.567213e+00 1.354897e+04 1.570796e+00 4.824090e+00
2.125605e+02 2.545732e+00 1.355253e+04 1.570796e+00 4.824090e+00
2.138032e+02 2.524551e+00 1.355606e+04 1.570796e+00 4.824090e+00
2.150459e+02 2.503666e+00 1.355956e+04 1.570796e+00 4.824090e+00
2.162886e+02 2.483071e+00 1.356303e+04 1.570796e+00 4.824090e+00
2.175313e+02 2.462759e+00 1.356647e+04 1.570796e+00 4.824090e+00
2.187740e+02 2.442725e+00 1.356989e+04 1.570796e+00 4.824090e+00
2.200167e+02 2.422965e+00 1.357327e+04 1.570796e+00 4.824090e+00
2.212594e+02 2.403472e+00 1.357663e+04 1.570796e+00 4.824090e+00
2.225021e+02 2.384242e+00 1.357996e+04 1.570796e+00 4.824090e+00
2.237448e+02 2.365269e+00 1.358326e+04 1.570796e+00 4.824090e+00
2.249875e+02 2.346550e+00 1.358654e+04 1.570796e+00 4.824090e+00
2.262302e+02 2.328079e+00 1.358978e+04 1.570796e+00 4.824090e+00
2.274729e+02 2.309851e+00 1.359301e+04 1.570796e+00 4.824090e+00
2.287156e+02 2.291862e+00 1.359621e+04 1.570796e+00 4.824090e+00
2.299583e+02 2.274108e+00 1.359938e+04 1.570796e+00 4.824090e+00
2.312010e+02 2.256584e+00 1.360252e+04 1.570796e+00 4.824090e+00
2.324437e+02 2.239287e+00 1.360565e+04 1.570796e+00 4.824090e+00
2.336864e+02 2.222212e+00 1.360874e+04 1.570796e+00 4.824090e+00
2.349291e+02 2.205354e+00 1.361182e+04 1.570796e+00 4.824090e+00
2.361718e+02 2.188711e+00 1.361487e+04 1.570796e+00 4.824090e+00
2.374145e+02 2.172279e+00 1.361790e+04 1.570796e+00 4.824090e+00
2.386572e+02 2.156053e+00 1.362090e+04 1.570796e+00 4.824090e+00
2.398999e+02 2.140030e+00 1.362388e+04 1.570796e+00 4.824090e+00
2.411426e+02 2.124206e+00 1.362684e+04 1.570796e+00 4.824090e+00
2.423853e+02 2.108579e+00 1.362977e+04 1.570796e+00 4.824090e+00
2.436280e+02 2.093144e+00 1.363269e+04 1.570796e+00 4.824090e+00
2.448707e+02 2.077898e+00 1.363558e+04 1.570796e+00 4.824090e+00
2.461134e+02 2.062838e+00 1.363845e+04 1.570796e+00 4.824090e+00
2.473561e+02 2.047962e+00 1.364130e+04 1.570796e+00 4.824090e+00
2.485988e+02 2.033264e+00 1.364413e+04 1.570796e+00 4.824090e+00
2.498415e+02 2.018744e+00 1.364693e+04 1.570796e+00 4.824090e+00
2.510842e+02 2.004397e+00 1.364972e+04 1.570796e+00 4.824090e+00
2.523269e+02 1.990221e+00 1.365249e+04 1.570796e+00 4.824090e+00
2.535696e+02 1.976213e+00 1.365524e+04 1.570796e+00 4.824090e+00
2.548123e+02 1.962371e+00 1.365796e+04 1.570796e+00 4.824090e+00
2.560550e+02 1.948690e+00 1.366067e+04 1.570796e+00 4.824090e+00
2.572977e+02 1.935170e+00 1.366336e+04 1.570796e+00 4.824090e+00
2.585405e+02 1.921806e+00 1.366603e+04 1.570796e+00 4.824090e+00
2.597832e+02 1.908597e+00 1.366868e+04 1.570796e+00 4.824090e+00
2.610259e+02 1.895540e+00 1.367131e+04 1.570796e+00 4.824090e+00
2.622686e+02 1.882633e+00 1.367393e+04 1.570796e+00 4.824090e+00
2.635113e+02 1.869873e+00 1.367652e+04 1.570796e+00 4.824090e+00
2.647540e+02 1.857258e+00 1.367910e+04 1.570796e+00 4.824090e+00
2.659967e+02 1.844786e+00 1.368166e+04 1.570796e+00 4.824090e+00
2.672394e+02 1.832453e+00 1.368420e+04 1.570796e+00 4.824090e+00
2.684821e+02 1.820259e+00 1.368673e+04 1.570796e+00 4.824090e+00
2.697248e+02 1.808201e+00 1.368924e+04 1.570796e+00 4.824090e+00
2.709675e+02 1.796277e+00 1.369173e+04 1.570796e+00 4.824090e+00
2.722102e+02 1.784484e+00 1.369420e+04 1.570796e+00 4.824090e+00
2.734529e+02 1.772821e+00 1.369666e+04 1.570796e+00 4.824090e+00
2.746956e+02 1.761286e+00 1.369910e+04 1.570796e+00 4.824090e+00
2.759383e+02 1.749876e+00 1.370153e+04 1.570796e+00 4.824090e+00
2.771810e+02 1.738591e+00 1.370394e+04 1.570796e+00 4.824090e+00
2.784237e+02 1.727427e+00 1.370633e+04 1.570796e+00 4.824090e+00
2.796664e+02 1.716383e+00 1.370871e+04 1.570796e+00 4.824090e+00
2.809091e+02 1.705458e+00 1.371107e+04 1.570796e+00 4.824090e+00
2.821518e+02 1.694649e+00 1.371342e+04 1.570796e+00 4.824090e+00
2.833945e+02 1.683955e+00 1.371575e+04 1.570796e+00 4.824090e+00
2.846372e+02 1.673373e+00 1.371807e+04 1.570796e+00 4.824090e+00
2.858799e+02 1.662904e+00 1.372037e+04 1.570796e+00 4.824090e+00
2.871226e+02 1.652544e+00 1.372266e+04 1.570796e+00 4.824090e+00
2.883653e+02 1.642292e+00 1.372493e+04 1.570796e+00 4.824090e+00
2.896080e+02 1.632146e+00 1.372719e+04 1.570796e+00 4.824090e+00
2.908507e+02 1.622106e+00 1.372944e+04 1.570796e+00 4.824090e+00
2.920934e+02 1.612169e+00 1.373167e+04 1.570796e+00 4.824090e+00
2.933361e+02 1.602334e+00 1.373388e+04 1.570796e+00 4.824090e+00
2.945788e+02 1.592600e+00 1.373609e+04 1.570796e+00 4.824090e+00
2.958215e+02 1.582964e+00 1.373828e+04 1.570796e+00 4.824090e+00
2.970642e+02 1.573427e+00 1.374045e+04 1.570796e+00 4.824090e+00
2.983069e+02 1.563985e+00 1.374262e+04 1.570796e+00 4.824090e+00
2.995496e+02 1.554638e+00 1.374476e+04 1.570796e+00 4.824090e+00
3.007923e+02 1.545385e+00 1.374690e+04 1.570796e+00 4.824090e+00
3.020350e+02 1.536225e+00 1.374902e+04 1.570796e+00 4.824090e+00
3.032777e+02 1.527155e+00 1.375113e+04 1.570796e+00 4.824090e+00
3.045204e+02 1.518175e+00 1.375323e+04 1.570796e+00 4.824090e+00
3.057631e+02 1.509283e+00 1.375532e+04 1.570796e+00 4.824090e+00
3.070058e+02 1.500479e+00 1.375739e+04 1.570796e+00 4.824090e+00
3.082485e+02 1.491760e+00 1.375945e+04 1.570796e+00 4.824090e+00
3.094912e+02 1.483127e+00 1.376150e+04 1.570796e+00 4.824090e+00
3.107339e+02 1.474577e+00 1.376353e+04 1.570796e+00 4.824090e+00
3.119766e+02 1.466110e+00 1.376556e+04 1.570796e+00 4.824090e+00
3.132193e+02 1.457724e+00 1.376757e+04 1.570796e+00 4.824090e+00
3.144621e+02 1.449419e+00 1.376957e+04 1.570796e+00 4.824090e+00
3.157048e+02 1.441192e+00 1.377156e+04 1.570796e+00 4.824090e+00
3.169475e+02 1.433044e+00 1.377354e+04 1.570796e+00 4.824090e+00
3.181902e+02 1.424974e+00 1.377551e+04 1.570796e+00 4.824090e+00
3.194329e+02 1.416979e+00 1.377746e+04 1.570796e+00 4.824090e+00
3.206756e+02 1.409059e+00 1.377940e+04 1.570796e+00 4.824090e+00
3.219183e+02 1.401214e+00 1.378134e+04 1.570796e+00 4.824090e+00
3.231610e+02 1.393442e+00 1.378326e+04 1.570796e+00 4.824090e+00
3.244037e+02 1.385742e+00 1.378517e+04 1.570796e+00 4.824090e+00
3.256464e+02 1.378113e+00 1.378707e+04 1.570796e+00 4.824090e+00
3.268891e+02 1.370555e+00 1.378896e+04 1.570796e+00 4.824090e+00
3.281318e+02 1.363066e+00 1.379084e+04 1.570796e+00 4.824090e+00
3.293745e+02 1.355645e+00 1.379271e+04 1.570796e+00 4.824090e+00
3.306172e+02 1.348292e+00 1.379457e+04 1.570796e+00 4.824090e+00
3.318599e+02 1.341006e+00 1.379641e+04 1.570796e+00 4.824090e+00
3.331026e+02 1.333786e+00 1.379825e+04 1.570796e+00 4.824090e+00
3.343453e+02 1.326632e+00 1.380008e+04 1.570796e+00 4.824090e+00
3.355880e+02 1.319541e+00 1.380190e+04 1.570796e+00 4.824090e+00
3.368307e+02 1.312514e+00 1.380371e+04 1.570796e+00 4.824090e+00
3.380734e+02 1.305549e+00 1.380550e+04 1.570796e+00 4.824090e+00
3.393161e+02 1.298647e+00 1.380729e+04 1.570796e+00 4.824090e+00
3.405588e+02 1.291805e+00 1.380907e+04 1.570796e+00 4.824090e+00
3.418015e+02 1.285024e+00 1.381084e+04 1.570796e+00 4.824090e+00
3.430442e+02 1.278303e+00 1.381260e+04 1.570796e+00 4.824090e+00
3.442869e+02 1.271641e+00 1.381435e+04 1.570796e+00 4.824090e+00
3.455296e+02 1.265036e+00 1.381609e+04 1.570796e+00 4.824090e+00
3.467723e+02 1.258489e+00 1.381782e+04 1.570796e+00 4.824090e+00
3.480150e+02 1.251999e+00 1.381955e+04 1.570796e+00 4.824090e+00
3.492577e+02 1.245565e+00 1.382126e+04 1.570796e+00 4.824090e+00
3.505004e+02 1.239186e+00 1.382297e+04 1.570796e+00 4.824090e+00
3.517431e+02 1.232862e+00 1.382466e+04 1.570796e+00 4.824090e+00
3.529858e+02 1.226592e+00 1.382635e+04 1.570796e+00 4.824090e+00
3.542285e+02 1.220376e+00 1.382803e+04 1.570796e+00 4.824090e+00
3.554712e+02 1.214212e+00 1.382970e+04 1.570796e+00 4.824090e+00
3.567139e+02 1.208101e+00 1.383136e+04 1.570796e+00 4.824090e+00
3.579566e+02 1.202041e+00 1.383301e+04 1.570796e+00 4.824090e+00
3.591993e+02 1.196031e+00 1.383466e+04 1.570796e+00 4.824090e+00
3.604420e+02 1.190073e+00 1.383629e+04 1.570796e+00 4.824090e+00
3.616847e+02 1.184163e+00 1.383792e+04 1.570796e+00 4.824090e+00
3.629274e+02 1.178303e+00 1.383954e+04 1.570796e+00 4.824090e+00
3.641701e+02 1.172492e+00 1.384115e+04 1.570796e+00 4.824090e+00
3.654128e+02 1.166729e+00 1.384275e+04 1.570796e+00 4.824090e+00
3.666555e+02 1.161013e+00 1.384435e+04 1.570796e+00 4.824090e+00
3.678982e+02 1.155344e+00 1.384594e+04 1.570796e+00 4.824090e+00
3.691410e+02 1.149721e+00 1.384752e+04 1.570796e+00 4.824090e+00
3.703837e+02 1.144144e+00 1.384909e+04 1.570796e+00 4.824090e+00
3.716264e+02 1.138613e+00 1.385065e+04 1.570796e+00 4.824090e+00
3.728691e+02 1.133126e+00 1.385221e+04 1.570796e+00 4.824090e+00
3.741118e+02 1.127683e+00 1.385376e+04 1.570796e+00 4.824090e+00
3.753545e+02 1.122285e+00 1.385530e+04 1.570796e+00 4.824090e+00
3.765972e+02 1.116929e+00 1.385683e+04 1.570796e+00 4.824090e+00
3.778399e+02 1.111617e+00 1.385836e+04 1.570796e+00 4.824090e+00
3.790826e+02 1.106347e+00 1.385988e+04 1.570796e+00 4.824090e+00
